chunk_id,chunk_text,clause_type,clause_domain,clause_subdomain,jurisdiction,regulation,document_name,clause_title,clause_number,keywords,entities,hierarchy_path,search_score,reranker_score,caption
4579a563-6f8e-42d9-9c70-5fe928e73209,"Section 27-21A-24
Filings and reports as public documents.
All applications, filings, and reports required under this chapter, except those which
are trade secrets or privileged or confidential commercial or financial information,
other than any annual financial statement that may be required under Section 27-21A-
8, shall be treated as public documents. All testimony, documents, and other evidence
required to be submitted to the commissioner or State Health Officer in connection
with enforcemen...",consent,Data Lifecycle Management|Information Security|Individual Rights Processing,Data Retention|Consent|Information Protection Processes and Procedures|Data Subject Rights,Alabama,HIPAA,"""Health Maintenance Organization Act - Alabama 1986""",Section 27-21A-24,27,consent|confidential|privileged|confidentiality|statutory privileges,,"Title 10, Chapter 4, Article 6 and Title 27, an insurer or a health care service plan may > Section 27-21A-16 > (a) The commissioner may make an examination of the affairs of any health > (b) The State Health Officer may make an examination concerning health care service > (c) Every health maintenance organization shall submit its relevant books and records > Section 27-21A-24",9.786056,0,
f36d106e-8fd8-41cf-a90a-9cda241cb66f,"(4) Before an enterprise discloses data concerning a consumer to another enterprise for the
purpose of direct marketing, or uses the data on behalf of another enterprise for this
purpose, it must check in the CPR register whether the consumer has filed a statement to
the effect that he does not want to be contacted for the purpose of marketing activities.

(5) Data controllers who sell lists of groups of persons for direct marketing purposes or
who print addresses or distributes messages to such...",consent,Individual Rights Processing|Third-Party Risk Management|Data Lifecycle Management,"Consent|Data Use|Lawfulness, Fairness, Transparency",Denmark,GDPR,"""Data Protection Act - Denmark 2018""",(4) Before an enterprise discloses data concerning a consumer to another enterprise for the,6,explicit consent|data subject|data controllers|direct marketing|process,data subject|third party,"Chapter I > Part 3 > (2) To ascertain whether processing for another purpose is compatible with the purpose for > (3) Regardless of subsections (1) and (2), in consultation with the Minister of Justice and > Article 6 of the General Data Protection Regulation processed solely in connection with > (2) The data covered by subsection (1) may not subsequently be processed for other than > (4) Before an enterprise discloses data concerning a consumer to another enterprise for the",9.636897,0,
3bb94a50-1e5b-4809-87ea-9b01f0bfbd9c,"(2) The security check of the candidate for the head of Estonian Data Protection Inspectorate shall be carried
out by the Security Police Board pursuant to the procedure provided for in the Security Authorities Act.

(3) In order to pass the security check, the candidate for the head of Estonian Data Protection Inspectorate shall
submit a completed form for an applicant for an authorisation to access state secrets classified as top secret to
the Security Police Board through the Ministry of Just...",consent,Policy Management|Information Security,Notice and Disclosure|Information Protection Processes and Procedures,Estonia,GDPR,"""Personal Data Protection Act - Estonia 2019""",(2) The security check of the candidate for the head of Estonian Data Protection Inspectorate shall be carried,General,consent,,Chapter 1 > § 1. Scope of regulation of Act > Division 1 > § 51. Formation of independent supervisory authority > (1) An independent supervisory authority for the purposes of Article 51(1) of Regulation (EU) 2016/679 of the > § 53. Security check of candidate for head of Estonian Data Protection Inspectorate > (2) The security check of the candidate for the head of Estonian Data Protection Inspectorate shall be carried,9.554747,0,
0de1f10f-35bb-4b53-83c0-6c1ed85e5ce5,"§ 4. Processing of personal data for journalistic purposes
Personal data may be processed and disclosed in the media for journalistic purposes without the consent of the
data subject, in particular disclosed in the media, if there is public interest therefor and this is in accordance with
the principles of journalism ethics. Disclosure of personal data must not cause excessive damage to the rights of
any data subjects.
Personal Data Protection Act
Page 1 / 19

§ 5. Processing of personal data fo...",consent,Individual Rights Processing|Data Lifecycle Management,"Consent|Data Subject Rights|Lawfulness, Fairness, Transparency",Estonia,GDPR,"""Personal Data Protection Act - Estonia 2019""",§ 4. Processing of personal data for journalistic purposes,General,consent|data subject|personal data|journalistic purposes|academic purposes|artistic expression|literary expression,data subject|Personal data|personal data|Personal Data,Chapter 1 > § 1. Scope of regulation of Act > (1) This Act regulates: > Chapter 2 > § 4. Processing of personal data for journalistic purposes,9.186412,0,
fc6ae0b6-d0da-4fc8-ace5-3b3aba02ed2f,"§ 46. General terms and conditions of transmission of personal data to third countries and international
organisations

(1) It is permitted to transmit personal data to third countries or international organisations only in the case all
the following terms and conditions are met:
1) transmission is necessary for prevention, detection or processing of offences or execution of punishments;
2) personal data are transmitted to the controller in any third country or international organisation that is...",consent,Cross-Border Data Strategy|Policy Management|Third-Party Risk Management,"Transfer Mechanisms|Policies, Standards, and Guidelines Management",Estonia,GDPR,"""Personal Data Protection Act - Estonia 2019""",§ 46. General terms and conditions of transmission of personal data to third countries and international,General,consent|controller|personal data|European Commission|Directive (EU) 2016/680,personal data|controller,Chapter 1 > § 1. Scope of regulation of Act > Division 7 > § 46. General terms and conditions of transmission of personal data to third countries and international,9.184596,0,
e85891ac-d845-4444-97df-c3e8945c1542,"(5) In other cases than those mentioned in subsections (1) - (4), in consultation with the
Minister of Justice and within the scope of the General Data Protection Regulation, the
competent minister may lay down more detailed rules regarding the processing of personal
data covered by Article 1(9) of the General Data Protection Regulation.
8 .- (1) No data about criminal offences may be processed on behalf of a public ad-
ministrative authority, unless such processing is necessary for the performa...",consent,Policy Management|Individual Rights Processing|Third-Party Risk Management,Notice and Disclosure|Consent|Data Use,Denmark,GDPR,"""Data Protection Act - Denmark 2018""","(5) In other cases than those mentioned in subsections (1) - (4), in consultation with the",9,explicit consent|data subject|processing of personal data|General Data Protection Regulation,data subject|third party,"Chapter I > Part 3 > (2) To ascertain whether processing for another purpose is compatible with the purpose for > (3) Regardless of subsections (1) and (2), in consultation with the Minister of Justice and > Article 9(1) of the General Data Protection Regulation. > (4) The processing of data covered by Article 9(1) of the General Data Protection > (5) In other cases than those mentioned in subsections (1) - (4), in consultation with the",9.131634,0,
abe47d39-2668-4d4f-b411-8dcb856d25d6,"40. Any person who has suffered a material or non-material loss as a consequence of an
unlawful processing activity or any other processing contrary to the provisions of this Act
and the General Data Protection Regulation shall be entitled to compensation according to

Article 82 of the General Data Protection Regulation.
41 .- (1) Unless a higher penalty must be imposed under other legislation, a person shall be
liable to a fine or imprisonment for a term not exceeding six months if that person...",consent,Individual Rights Processing|Design Principles|Cross-Border Data Strategy,Consent|Data Subject Rights|Transfer Mechanisms,Denmark,GDPR,"""Data Protection Act - Denmark 2018""",40. Any person who has suffered a material or non-material loss as a consequence of an,40,consent|data controller obligations|processor|supervisory body|fundamental principles of processing|conditions for consent|rights of data subjects|transfer of personal data,personal data|controller|processor|recipient,Chapter I > Part 12 > (2) Decisions made by the supervisory authorities or their failure to consider a complaint > (3) The data subject or the data subject's representative may bring issues of whether data > 40. Any person who has suffered a material or non-material loss as a consequence of an,9.079863,0,
0b4e5975-39eb-45f9-ada5-10eacc0f00f6,"CHAPTER 2. ELEMENTARY

ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",consent,Policy Management|Data Lifecycle Management|Individual Rights Processing|Information Security,"Policies, Standards, and Guidelines Management",Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",15,student data privacy,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",8.980539,0,
b115e359-e8c9-49ef-b028-502b8978c994,"§17936. Conditions on certain contacts as part of health care operations

(a) Marketing",consent,Policy Management|Individual Rights Processing,"Policies, Standards, and Guidelines Management",US,HIPAA,"""HITECH Act - US Health Information Technology for Economic and Clinical Health 2009""",(a) Marketing,General,consent|marketing,,CHAPTER 156-HEALTH INFORMATION TECHNOLOGY > PART A-IMPROVED PRIVACY PROVISIONS AND SECURITY PROVISIONS > §17931. Application of security provisions and penalties to business associates of > (a) Application of security provisions > (b) Application of civil and criminal penalties > §17936. Conditions on certain contacts as part of health care operations > (a) Marketing,8.7385,0,
2366fcc3-a985-4826-8bd5-18f16cc47852,"(2) However, the disclosure and use of data as mentioned in subsection (1) may take place
without consent in the case of general data on customers which form the basis for
classification into customer categories, and if the conditions of point f) of Article 6(1) of
the General Data Protection Regulation are complied with.

(3) Data of the type mentioned in Article 9(1) of the General Data Protection Regulation or
section 8 of this Act may not be disclosed or used pursuant to subsection (2).",consent,Data Lifecycle Management|Individual Rights Processing,"Consent|Lawfulness, Fairness, Transparency",Denmark,GDPR,"""Data Protection Act - Denmark 2018""","(2) However, the disclosure and use of data as mentioned in subsection (1) may take place",6,consent|General Data Protection Regulation|Article 6(1)|Article 9(1)|lawful basis,,"Chapter I > Part 3 > (2) To ascertain whether processing for another purpose is compatible with the purpose for > (3) Regardless of subsections (1) and (2), in consultation with the Minister of Justice and > Article 6 of the General Data Protection Regulation processed solely in connection with > (2) The data covered by subsection (1) may not subsequently be processed for other than > (2) However, the disclosure and use of data as mentioned in subsection (1) may take place",8.451998,0,
b7b77a9d-bc9e-403b-8078-9b10cb88220e,"(d) It shall not be unlawful under this chapter for a person not acting under color of law to intercept a wire, oral, or
electronic communication where such person is a party to the communication or where one of the parties to the
communication has given prior consent to such interception unless such communication is intercepted for the purpose
of committing any criminal or tortious act in violation of the Constitution or laws of the United States or of any State.

(e) Notwithstanding any other ...",consent,Policy Management|Information Security,Notice and Disclosure|Information Protection Processes and Procedures,US,GDPR,"""Wiretap Act - US 1968""","(d) It shall not be unlawful under this chapter for a person not acting under color of law to intercept a wire, oral, or",General,consent|electronic communication|interception|electronic surveillance,,"§2511. Interception and disclosure of wire, oral, or electronic communications > (1) Except as otherwise specifically provided in this chapter any person who- > (a) intentionally intercepts, endeavors to intercept, or procures any other person to intercept or endeavor to > (b) intentionally uses, endeavors to use, or procures any other person to use or endeavor to use any electronic, > (i) such device is affixed to, or otherwise transmits a signal through, a wire, cable, or other like connection used > (v) such person acts in the District of Columbia, the Commonwealth of Puerto Rico, or any territory or > (d) It shall not be unlawful under this chapter for a person not acting under color of law to intercept a wire, oral, or",8.398945,0,
1eb469f4-f137-4a89-ade5-b17d070d109a,"""(3) access an electronic communication system used exclusively by a foreign power or agent of a
foreign power as defined by the Foreign Intelligence Surveillance Act of 1978.""
CONGRESSIONAL FINDINGS
Pub. L. 90-351, title III, §801, June 19, 1968, 82 Stat. 211, provided that: ""On the basis of its own
investigations and of published studies, the Congress makes the following findings:
""(a) Wire communications are normally conducted through the use of facilities which form part of an
interstate net...",consent,Cross-Border Data Strategy|Individual Rights Processing|Information Security,Consent|Information Protection Processes and Procedures,US,GDPR,"""Wiretap Act - US 1968""",,General,consent|unauthorized access|interception|privacy|court of competent jurisdiction,,,8.14731,0,
c0e8c320-070f-4110-99bd-2392ead30755,"(d) GAO report on treatment disclosures
Not later than one year after February 17, 2009, the Comptroller General of the United States shall submit to the
Committee on Health, Education, Labor, and Pensions of the Senate and the Committee on Ways and Means and the
Committee on Energy and Commerce of the House of Representatives a report on the best practices related to the
disclosure among health care providers of protected health information of an individual for purposes of treatment of
such ind...",consent,Strategy and Governance|Policy Management|Data Lifecycle Management|Individual Rights Processing,Notice and Disclosure|Consent|Data Quality|Regulatory Affairs,US,HIPAA,"""HITECH Act - US Health Information Technology for Economic and Clinical Health 2009""",(d) GAO report on treatment disclosures,1178,informed consent|protected health information|electronic health records|health information exchanges|regional health information organizations,5 years,"CHAPTER 156-HEALTH INFORMATION TECHNOLOGY > PART B-RELATIONSHIP TO OTHER LAWS; REGULATORY REFERENCES; EFFECTIVE DATE; REPORTS > §17951. Relationship to other laws > (a) Application of HIPAA State preemption > Section 1178 of the Social Security Act (42 U.S.C. 1320d-7) shall apply to a provision or requirement under this > §17953. Studies, reports, guidance > (d) GAO report on treatment disclosures",7.955375,0,
adff27c0-146d-4a94-8770-e6c0f3737c13,"CHAPTER 2. ELEMENTARY

ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",consent,Policy Management|Data Lifecycle Management|Individual Rights Processing|Information Security,"Policies, Standards, and Guidelines Management|Data Subject Rights|Notice and Disclosure",Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",15,student data privacy,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",7.723524,0,
3933bd8e-bbf1-4c4a-94a9-3bcfbacb8c3c,"CHAPTER 2. ELEMENTARY

ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",consent,Policy Management|Data Lifecycle Management|Individual Rights Processing|Information Security,"Policies, Standards, and Guidelines Management",Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",15,student data privacy,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",7.6796827,0,
29825a84-f9bd-4d95-b82a-4e7fb312b841,"CHAPTER 2. ELEMENTARY

ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",consent,Data Lifecycle Management|Individual Rights Processing|Information Security,Information Protection Processes and Procedures,Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",15,student data privacy,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",7.6491838,0,
d062d013-d9f7-4ee8-83a9-7785dd572c97,"(i) is reasonable in amount;
(B) each of the following conditions apply-

(i) the communication is made by the covered entity; and
(ii) the covered entity making such communication obtains from the recipient of the communication, in
accordance with section 164.508 of title 45, Code of Federal Regulations, a valid authorization (as described in
paragraph (b) of such section) with respect to such communication; or
(C) each of the following conditions apply-",consent,Individual Rights Processing|Policy Management,Consent,US,HIPAA,"""HITECH Act - US Health Information Technology for Economic and Clinical Health 2009""",(i) the communication is made by the covered entity; and,General,authorization,recipient,CHAPTER 156-HEALTH INFORMATION TECHNOLOGY > PART A-IMPROVED PRIVACY PROVISIONS AND SECURITY PROVISIONS > §17931. Application of security provisions and penalties to business associates of > (a) Application of security provisions > (b) Application of civil and criminal penalties > §17936. Conditions on certain contacts as part of health care operations > (i) the communication is made by the covered entity; and,7.6106853,0,
e9c1bb2b-8255-40a5-8a85-7333c18ca7a2,"CHAPTER 2. ELEMENTARY

ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",consent,Policy Management|Data Lifecycle Management|Individual Rights Processing|Information Security,"Policies, Standards, and Guidelines Management",Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",15,student data privacy,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",7.126047,0,
ededf2be-d5b0-40e9-a830-e2d9a678f83a,"CHAPTER 2. ELEMENTARY

ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",consent,Data Lifecycle Management|Individual Rights Processing|Information Security,Data Subject Rights|Information Protection Processes and Procedures,Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",15,student data privacy,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",7.126047,0,
16af8b78-7f26-4535-afd0-6768d5dada44,"(2) If the authorisation specified in clause (3) 1) of this section for transmission of personal data cannot be
obtained in due time and transmission of personal data is necessary to prevent any immediate and serious threats
to the public order of the state or any third country or to protect essential interest of the state, the personal data
may be transmitted without the authorisation specified in clause (3) 1) of this section. The competent authority
of the Member State of the European Union w...",consent,Cross-Border Data Strategy|Data Lifecycle Management|Information Security,"Transfer Mechanisms|Lawfulness, Fairness, Transparency|Information Protection Processes and Procedures",Estonia,GDPR,"""Personal Data Protection Act - Estonia 2019""",(2) If the authorisation specified in clause (3) 1) of this section for transmission of personal data cannot be,General,consent|controller|processor|personal data|transmission of personal data|protection level of personal data,immediately|processor|personal data|controller,Chapter 1 > § 1. Scope of regulation of Act > Division 7 > § 46. General terms and conditions of transmission of personal data to third countries and international > (1) It is permitted to transmit personal data to third countries or international organisations only in the case all > (2) If the authorisation specified in clause (3) 1) of this section for transmission of personal data cannot be,7.085763,0,
56eddccf-f604-465f-b73e-7165d89e7107,"CHAPTER 2. ELEMENTARY

ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",consent,Policy Management|Data Lifecycle Management|Individual Rights Processing|Information Security,"Policies, Standards, and Guidelines Management",Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",15,student data privacy,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",6.4331846,0,
405b10a9-6a96-4f0a-bfac-f3111b5478ed,"Article 42 Telecommunication data.
Data on the electronic communications traffic of users stored and processed by an electronic communications undertaking shall be deleted or
make anonymous when they are no longer needed for the processing of a certain electronic transmission.
Data on electronic communications use that are necessary for invoicing for subscribers and settlement for
interconnection can be stored until an account can no longer be challenged or expires.
[Notwithstanding the provisio...",consent,Data Lifecycle Management|Information Security,"Data Retention|Lawfulness, Fairness, Transparency|Record of Processing",Iceland,GDPR,"""Telecommunications Act - Iceland 2003""",Article 42 Telecommunication data.,42,consent|processing|electronic communications traffic|data protection authority|deletion of data|subscriber's consent|marketing|value-added services|storage of data|personal data,personal data,Chapter I. Objectives and scope. Electronic Communications Board. > Article 1 Objectives and scope. > Article 2 Electronic Communications Board. > Chapter V. Markets. > Article 42 Telecommunication data.,6.0691013,0,
65752e3d-a78d-4bf6-bfa5-da75192ffa01,"CHAPTER 2. ELEMENTARY

ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",consent,Data Lifecycle Management|Individual Rights Processing|Information Security,Data Subject Rights|Information Protection Processes and Procedures,Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",15,student data privacy,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND",5.8998756,0,
5a3c0a04-9829-422a-a994-85f3bf5d9159,"Article 32Of the minimum protocols of action. Those responsible must
prepare a minimum protocol of action, which must be transmitted to the person in
charge for its faithful compliance and where at least the following must be specified:
to)Prepare mandatory and enforceable privacy policies and manuals within
the organization of the person responsible;
b)Put into practice a manual for training, updating and raising awareness of
personnel on the obligations regarding personal data protection;
c)Es...",consent,Policy Management|Training and Awareness|Individual Rights Processing|Data Lifecycle Management|Third-Party Risk Management,"Policies, Standards, and Guidelines Management|Training, Awareness, and Communication Strategy|Data Subject Rights|Record of Processing|Consent|Third-Party Contract and Service Initiation",Costa Rica,GDPR,"""Regulation to Personal Data Protection Law - Costa Rica 2012""",Article 32Of the minimum protocols of action. Those responsible must,32,consent|controller|right to access|right to rectification|right to modify|right to block|right to delete|privacy policies|personal data protection|internal control procedure,personal data,"Chapter I > Article 1. Object. The purpose of these provisions is to regulate the Law on > Article 2. Definitions, acronyms and acronyms. In addition to the definitions > Chapter IV > Article 32Of the minimum protocols of action. Those responsible must",5.880177,0,
5108c724-59f2-4ef6-aaea-cc9004462587,"§ 6. Processing of personal data for needs of scientific and historical research and official statistics

(1) Personal data may be processed without the consent of the data subject for the needs of scientific and
historical research and official statistic, in particular in a pseudonymised format or a format which provides
equivalent level of protection. Prior to transmission of personal data for processing for the needs of scientific
and historical research or official statistics, personal data ...",consent,Data Lifecycle Management|Design Principles|Information Security,"Privacy and Security Enhancing Techniques|Data Minimization|Lawfulness, Fairness, Transparency",Estonia,GDPR,"""Personal Data Protection Act - Estonia 2019""",§ 6. Processing of personal data for needs of scientific and historical research and official statistics,General,personal data|consent|data subject|pseudonymised|data protection,data subject|Personal data|personal data,Chapter 1 > § 1. Scope of regulation of Act > (1) This Act regulates: > Chapter 2 > § 4. Processing of personal data for journalistic purposes > § 6. Processing of personal data for needs of scientific and historical research and official statistics,5.844522,0,
5ff243bb-696a-4b3e-8a0e-7ab3c5526dab,"§2511. Interception and disclosure of wire, oral, or electronic communications
prohibited

(1) Except as otherwise specifically provided in this chapter any person who-",consent,Information Security|Policy Management,Notice and Disclosure,US,GDPR,"""Wiretap Act - US 1968""",(1) Except as otherwise specifically provided in this chapter any person who-,General,interception|disclosure|wire|oral|electronic communications,,"§2511. Interception and disclosure of wire, oral, or electronic communications > (1) Except as otherwise specifically provided in this chapter any person who-",5.8072367,0,
24ed0c77-079f-47f4-88e6-62a238a9824f,"(2) The processing of data covered by Article 9(1) of the General Data Protection
Regulation may take place if the processing is necessary for the purposes of meeting and
respecting the data controller's or the data subject's labour law obligations and specific
rights, see point b) of Article 9(1) of the General Data Protection Regulation.

(3) The processing of data covered by Article 9(1) of the General Data Protection
Regulation may take place if the processing is necessary for the purposes o...",consent,Individual Rights Processing|Data Lifecycle Management,"Lawfulness, Fairness, Transparency|Record of Processing",Denmark,GDPR,"""Data Protection Act - Denmark 2018""",(2) The processing of data covered by Article 9(1) of the General Data Protection,General,data controller|data subject|processing|labour law obligations|specific rights|preventive medicine|medical diagnosis|provision of care|treatment|management of medical and health care services|health professional|professional secrecy,data subject|controller,"Chapter I > Part 3 > (2) To ascertain whether processing for another purpose is compatible with the purpose for > (3) Regardless of subsections (1) and (2), in consultation with the Minister of Justice and > (2) If point a) of Article 6(1) of the General Data Protection Regulation is applied in > (3) If the child is under 13, the processing is only lawful if and to the extent that consent is > (2) The processing of data covered by Article 9(1) of the General Data Protection",5.326706,0,
0c32774c-23be-4ef0-a083-321ca8fa476e,"Article 45 Subscriber lists.
Page 21
Subscribers to electronic communications services shall have the right to be registered in public numbers and
address files and view information recorded about them. Subscribers are required to be unregistered telephone
directory database and you may not charge them for it.
Before personal information about subscribers is recorded in printed or electronic records
subscribers, they shall have access to the information. Personal information recorded in print
an...",consent,Individual Rights Processing|Data Lifecycle Management|Policy Management,Consent|Data Subject Rights|Data Minimization|Notice and Disclosure,Iceland,GDPR,"""Telecommunications Act - Iceland 2003""",Article 45 Subscriber lists.,45,consent|right to access|right to object|controller|processor|data minimization|purpose limitation,,Chapter I. Objectives and scope. Electronic Communications Board. > Article 1 Objectives and scope. > Article 2 Electronic Communications Board. > Chapter V. Markets. > Article 45 Subscriber lists.,5.267561,0,
fbfdc525-5c08-43b2-a8cf-74491fa49ebf,"(4) Direct or indirect payment
For purposes of paragraph (2), the term ""direct or indirect payment"" shall not include any payment for treatment
(as defined in section 164.501 of title 45, Code of Federal Regulations) of an individual.

(b) Opportunity to opt out of fundraising
The Secretary shall by rule provide that any written fundraising communication that is a healthcare operation as
defined under section 164.501 of title 45, Code of Federal Regulations, shall, in a clear and conspicuous man...",consent,Individual Rights Processing|Policy Management,Consent|Data Subject Rights,US,HIPAA,"""HITECH Act - US Health Information Technology for Economic and Clinical Health 2009""",(4) Direct or indirect payment,General,opt out|revocation of authorization,recipient,CHAPTER 156-HEALTH INFORMATION TECHNOLOGY > PART A-IMPROVED PRIVACY PROVISIONS AND SECURITY PROVISIONS > §17931. Application of security provisions and penalties to business associates of > (a) Application of security provisions > (b) Application of civil and criminal penalties > §17936. Conditions on certain contacts as part of health care operations > (4) Direct or indirect payment,4.1323004,0,
8007180d-10e5-47db-91f6-fb221e18b874,"Article 4: Articles 13, 14, 24, 40 and 102 are added as follows:
""Article 13 bis: Everyone has the right to be informed before information concerning them is
communicated to third parties or used on behalf of third parties for prospecting or profiling
purposes.""
""Article 14 bis: Anyone proving their identity has the right to receive the personal data
concerning them that they have provided to a data controller, in a digital file, commonly used
and machine-readable. The latter has the right to tr...",consent,Individual Rights Processing|Data Lifecycle Management,"Data Subject Rights|Lawfulness, Fairness, Transparency",Republic of Gabon,GDPR,"""Personal Data Protection Ordinance - Gabon 2020""","Article 4: Articles 13, 14, 24, 40 and 102 are added as follows:",4,explicit consent|controller|data controller|right to portability|profiling|automated processing|sensitive personal data|legitimate interests|personal data|protection of personal data|privacy,personal data|data subject|Personal Data|controller,"Article 1er: The provisions of Articles 13, 14, 20, 37, 101, 102 and 104 are amended and now > Article 2: Three bullet points are added to Article 6 which read as follows: > Article 3: Article 51 is added as follows: > Article 4: Articles 13, 14, 24, 40 and 102 are added as follows:",3.7986023,0,
a3fcac52-2216-48ed-9d4f-fe7f54dfcdd8,"(f) All income from deposits shall belong to the depositing organization and shall be
paid to it as it becomes available. A health maintenance organization that has made a
securities deposit may withdraw that deposit or any part thereof after making a
substitute deposit of cash, securities, or any combination of these or other measures of
equal amount and value. Any securities shall be approved by the commissioner before
being substituted.

(g) In any year in which an annual deposit is not requi...",consent,Policy Management|Strategy and Governance,"Policies, Standards, and Guidelines Management|Regulatory Affairs|Compliance Monitoring",Alabama,HIPAA,"""Health Maintenance Organization Act - Alabama 1986""",(f) All income from deposits shall belong to the depositing organization and shall be,27,withdrawal of consent,"immediately|250,000|100,000","Section 27-21A-1 > (1) AGENT. A person who is appointed or employed by a health maintenance > (2) BASIC HEALTH CARE SERVICES. Emergency care, inpatient hospital and > (3) COMMISSIONER. The Commissioner of Insurance. > (4) ENROLLEE. An individual who is enrolled in a health maintenance organization. > Section 27-21A-12 > (f) All income from deposits shall belong to the depositing organization and shall be",2.9555159,0,
092341ab-ab25-4c92-ab9e-d554832ffa05,"(b) The first time a health maintenance organization is offered by an employer, either
public or private, each covered employee must make an affirmative written selection
among the different alternatives included in the health benefits plan. Thereafter, those
who wish to change from one plan to another will be allowed to do so annually,
provided, that nothing in this section shall prevent any health maintenance
organization or insurer from requiring evidence of insurability or imposing
underwrit...",consent,Policy Management|Individual Rights Processing,Notice and Disclosure|Consent,Alabama,HIPAA,"""Health Maintenance Organization Act - Alabama 1986""","(b) The first time a health maintenance organization is offered by an employer, either",27,affirmative written selection,,"Title 10, Chapter 4, Article 6 and Title 27, an insurer or a health care service plan may > Section 27-21A-16 > (a) The commissioner may make an examination of the affairs of any health > (b) The State Health Officer may make an examination concerning health care service > (c) Every health maintenance organization shall submit its relevant books and records > Section 27-21A-32 > (b) The first time a health maintenance organization is offered by an employer, either",2.7094824,0,
4b15bd48-d0e7-4863-a341-4b623ac1b007,"(1) In general
Except as provided in paragraph (2), a covered entity or business associate shall not directly or indirectly receive
remuneration in exchange for any protected health information of an individual unless the covered entity obtained
from the individual, in accordance with section 164.508 of title 45, Code of Federal Regulations, a valid authorization
that includes, in accordance with such section, a specification of whether the protected health information can be
further exchanged f...",consent,Individual Rights Processing|Data Lifecycle Management,"Consent|Lawfulness, Fairness, Transparency",US,HIPAA,"""HITECH Act - US Health Information Technology for Economic and Clinical Health 2009""",(1) In general,1178,authorization|protected health information|business associate agreement,,"CHAPTER 156-HEALTH INFORMATION TECHNOLOGY > PART B-RELATIONSHIP TO OTHER LAWS; REGULATORY REFERENCES; EFFECTIVE DATE; REPORTS > §17951. Relationship to other laws > (a) Application of HIPAA State preemption > Section 1178 of the Social Security Act (42 U.S.C. 1320d-7) shall apply to a provision or requirement under this > §17953. Studies, reports, guidance > (1) In general",2.708277,0,
